date,vix_close,vxc1_close,vxc2_close
2004-11-04 22:00:00,,17.11,
2004-11-05 22:00:00,,17.07,
2004-11-08 22:00:00,,17.08,
2004-11-09 22:00:00,,16.9,
2004-11-10 22:00:00,,16.82,
2004-11-11 22:00:00,,16.51,
2004-11-12 22:00:00,,16.54,
2004-11-15 22:00:00,,16.6,
2004-11-16 22:00:00,,16.87,
2004-11-17 22:00:00,,16.8,
2004-11-18 22:00:00,,16.91,
2004-11-19 22:00:00,,17.19,
2004-11-22 22:00:00,,17.36,
2004-11-23 22:00:00,,17.79,
2004-11-24 22:00:00,,17.68,
2004-11-26 22:00:00,,17.66,
2004-11-29 22:00:00,,17.72,
2004-11-30 22:00:00,,17.79,
2004-12-01 22:00:00,,17.75,
2004-12-02 22:00:00,,17.78,
2004-12-03 22:00:00,,17.66,
2004-12-06 22:00:00,,17.72,
2004-12-07 22:00:00,,17.64,
2004-12-08 22:00:00,,17.45,
2004-12-09 22:00:00,,17.2,
2004-12-10 22:00:00,,17.2,
2004-12-13 22:00:00,,16.93,
2004-12-14 22:00:00,,16.75,
2004-12-15 22:00:00,,16.61,
2004-12-16 22:00:00,,16.76,
2004-12-17 22:00:00,,16.65,
2004-12-20 22:00:00,,16.6,
2004-12-21 22:00:00,,16.6,
2004-12-22 22:00:00,,16.7,
2004-12-23 22:00:00,,16.72,
2004-12-27 22:00:00,,16.75,
2004-12-28 22:00:00,,16.77,
2004-12-29 22:00:00,,16.8,
2004-12-30 22:00:00,,16.83,
2004-12-31 22:00:00,,16.89,
2005-01-03 22:00:00,,17.0,
2005-01-04 22:00:00,,17.08,
2005-01-05 22:00:00,,17.16,
2005-01-06 22:00:00,,17.11,
2005-01-07 22:00:00,,17.36,
2005-01-10 22:00:00,,17.1,
2005-01-11 22:00:00,,17.08,
2005-01-12 22:00:00,,16.82,
2005-01-13 22:00:00,,16.7,
2005-01-14 22:00:00,,16.58,
2005-01-18 22:00:00,,16.3,
2005-01-19 22:00:00,,16.48,
2005-01-20 22:00:00,,16.47,
2005-01-21 22:00:00,,16.7,
2005-01-24 22:00:00,,16.64,
2005-01-25 22:00:00,,16.67,
2005-01-26 22:00:00,,16.63,
2005-01-27 22:00:00,,16.0,
2005-01-28 22:00:00,,15.84,
2005-01-31 22:00:00,,15.6,
2005-02-01 22:00:00,,15.28,
2005-02-02 22:00:00,,14.96,
2005-02-03 22:00:00,,14.65,
2005-02-04 22:00:00,,14.35,
2005-02-07 22:00:00,,14.47,
2005-02-08 22:00:00,,14.1,
2005-02-09 22:00:00,,14.33,
2005-02-10 22:00:00,,14.3,
2005-02-11 22:00:00,,13.75,
2005-02-14 22:00:00,,13.74,
2005-02-15 22:00:00,,13.65,
2005-02-16 22:00:00,,13.53,
2005-02-17 22:00:00,,13.7,
2005-02-18 22:00:00,,13.75,
2005-02-22 22:00:00,,14.65,
2005-02-23 22:00:00,,14.68,
2005-02-24 22:00:00,,14.77,
2005-02-25 22:00:00,,14.6,
2005-02-28 22:00:00,,14.74,
2005-03-01 22:00:00,,14.69,
2005-03-02 22:00:00,,14.68,
2005-03-03 22:00:00,,14.93,
2005-03-04 22:00:00,,14.73,
2005-03-07 22:00:00,,14.78,
2005-03-08 22:00:00,,14.82,
2005-03-09 22:00:00,,14.95,
2005-03-10 22:00:00,,15.1,
2005-03-11 22:00:00,,15.11,
2005-03-14 22:00:00,,15.05,
2005-03-15 22:00:00,,15.15,
2005-03-16 22:00:00,,15.27,
2005-03-17 22:00:00,,15.31,
2005-03-18 22:00:00,,15.41,
2005-03-21 22:00:00,,15.58,
2005-03-22 22:00:00,,15.83,
2005-03-23 22:00:00,,16.05,
2005-03-24 22:00:00,,15.86,
2005-03-28 22:00:00,,16.0,
2005-03-29 22:00:00,,15.99,
2005-03-30 22:00:00,,15.9,
2005-03-31 22:00:00,,15.85,
2005-04-01 22:00:00,,16.2,
2005-04-04 21:00:00,,16.1,
2005-04-05 21:00:00,,15.92,
2005-04-06 21:00:00,,15.83,
2005-04-07 21:00:00,,15.5,
2005-04-08 21:00:00,,15.42,
2005-04-11 21:00:00,,15.8,
2005-04-12 21:00:00,,15.57,
2005-04-13 21:00:00,,15.78,
2005-04-14 21:00:00,,16.25,
2005-04-15 21:00:00,,16.96,
2005-04-18 21:00:00,,16.96,
2005-04-19 21:00:00,,16.62,
2005-04-20 21:00:00,,17.03,
2005-04-21 21:00:00,,16.05,
2005-04-22 21:00:00,,16.4,
2005-04-25 21:00:00,,16.0,
2005-04-26 21:00:00,,16.1,
2005-04-27 21:00:00,,16.2,
2005-04-28 21:00:00,,16.5,
2005-04-29 21:00:00,,16.7,
2005-05-02 21:00:00,,16.4,
2005-05-03 21:00:00,,16.09,
2005-05-04 21:00:00,,15.78,
2005-05-05 21:00:00,,15.59,
2005-05-06 21:00:00,,15.6,
2005-05-09 21:00:00,,15.61,
2005-05-10 21:00:00,,15.91,
2005-05-11 21:00:00,,15.92,
2005-05-12 21:00:00,,16.5,
2005-05-13 21:00:00,,16.51,
2005-05-16 21:00:00,,16.6,
2005-05-17 21:00:00,,16.59,
2005-05-18 21:00:00,,15.81,
2005-05-19 21:00:00,,15.54,
2005-05-20 21:00:00,,15.6,
2005-05-23 21:00:00,,15.9,
2005-05-24 21:00:00,,15.9,
2005-05-25 21:00:00,,16.0,
2005-05-26 21:00:00,,15.89,
2005-05-27 21:00:00,,15.88,
2005-05-31 21:00:00,,15.94,
2005-06-01 21:00:00,,15.87,
2005-06-02 21:00:00,,15.85,
2005-06-03 21:00:00,,15.96,
2005-06-06 21:00:00,,15.87,
2005-06-07 21:00:00,,15.8,
2005-06-08 21:00:00,,15.98,
2005-06-09 21:00:00,,15.95,
2005-06-10 21:00:00,,15.86,
2005-06-13 21:00:00,,15.75,
2005-06-14 21:00:00,,15.65,
2005-06-15 21:00:00,,15.66,
2005-06-16 21:00:00,,15.57,
2005-06-17 21:00:00,,15.67,
2005-06-20 21:00:00,,15.72,
2005-06-21 21:00:00,,15.69,
2005-06-22 21:00:00,,15.77,
2005-06-23 21:00:00,,15.84,
2005-06-24 21:00:00,,16.04,
2005-06-27 21:00:00,,16.03,
2005-06-28 21:00:00,,15.86,
2005-06-29 21:00:00,,16.02,
2005-06-30 21:00:00,,15.99,
2005-07-01 21:00:00,,15.99,
2005-07-05 21:00:00,,15.91,
2005-07-06 21:00:00,,15.9,
2005-07-07 21:00:00,,16.12,
2005-07-08 21:00:00,,15.9,
2005-07-11 21:00:00,,15.79,
2005-07-12 21:00:00,,15.75,
2005-07-13 21:00:00,,15.8,
2005-07-14 21:00:00,,15.56,
2005-07-15 21:00:00,,15.64,
2005-07-18 21:00:00,,15.56,
2005-07-19 21:00:00,,15.35,
2005-07-20 21:00:00,,15.32,
2005-07-21 21:00:00,,15.36,
2005-07-22 21:00:00,,15.19,
2005-07-25 21:00:00,,15.35,
2005-07-26 21:00:00,,15.41,
2005-07-27 21:00:00,,15.4,
2005-07-28 21:00:00,,15.3,
2005-07-29 21:00:00,,15.48,
2005-08-01 21:00:00,,15.64,
2005-08-02 21:00:00,,15.7,
2005-08-03 21:00:00,,15.68,
2005-08-04 21:00:00,,15.73,
2005-08-05 21:00:00,,16.14,
2005-08-08 21:00:00,,15.96,
2005-08-09 21:00:00,,15.83,
2005-08-10 21:00:00,,15.83,
2005-08-11 21:00:00,,15.87,
2005-08-12 21:00:00,,15.95,
2005-08-15 21:00:00,,15.99,
2005-08-16 21:00:00,,16.22,
2005-08-17 21:00:00,,15.9,
2005-08-18 21:00:00,,16.01,
2005-08-19 21:00:00,,15.86,
2005-08-22 21:00:00,,16.58,
2005-08-23 21:00:00,,16.65,
2005-08-24 21:00:00,,16.98,
2005-08-25 21:00:00,,17.21,
2005-08-26 21:00:00,,17.22,
2005-08-29 21:00:00,,17.22,
2005-08-30 21:00:00,,17.37,
2005-08-31 21:00:00,,17.38,
2005-09-01 21:00:00,,17.38,
2005-09-02 21:00:00,,17.49,
2005-09-06 21:00:00,,17.32,
2005-09-07 21:00:00,,17.44,
2005-09-08 21:00:00,,17.3,
2005-09-09 21:00:00,,16.99,
2005-09-12 21:00:00,,16.98,
2005-09-13 21:00:00,,16.88,
2005-09-14 21:00:00,,16.92,
2005-09-15 21:00:00,,16.95,
2005-09-16 21:00:00,,17.0,
2005-09-19 21:00:00,,16.94,
2005-09-20 21:00:00,,16.9,
2005-09-21 21:00:00,,16.89,
2005-09-22 21:00:00,,16.94,
2005-09-23 21:00:00,,16.78,
2005-09-26 21:00:00,,16.81,
2005-09-27 21:00:00,,16.75,
2005-09-28 21:00:00,,16.69,
2005-09-29 21:00:00,,16.62,
2005-09-30 21:00:00,,16.42,
2005-10-03 21:00:00,,16.29,
2005-10-04 21:00:00,,16.28,
2005-10-05 21:00:00,,16.43,
2005-10-06 21:00:00,,16.67,
2005-10-07 21:00:00,,16.61,
2005-10-10 21:00:00,,16.6,
2005-10-11 21:00:00,,16.75,
2005-10-12 21:00:00,,16.6,
2005-10-13 21:00:00,,16.94,
2005-10-14 21:00:00,,16.84,
2005-10-17 21:00:00,,16.72,
2005-10-18 21:00:00,,16.82,
2005-10-19 21:00:00,,16.82,
2005-10-20 21:00:00,,17.16,
2005-10-21 21:00:00,,17.0,
2005-10-24 21:00:00,,16.75,
2005-10-25 21:00:00,,16.72,
2005-10-26 21:00:00,,16.47,
2005-10-27 21:00:00,,16.8,
2005-10-28 21:00:00,,16.7,
2005-10-31 22:00:00,,16.44,
2005-11-01 22:00:00,,16.5,
2005-11-02 22:00:00,,16.3,
2005-11-03 22:00:00,,15.95,
2005-11-04 22:00:00,,15.85,
2005-11-07 22:00:00,,15.8,
2005-11-08 22:00:00,,15.78,
2005-11-09 22:00:00,,15.62,
2005-11-10 22:00:00,,15.37,
2005-11-11 22:00:00,,15.24,
2005-11-14 22:00:00,,15.41,
2005-11-15 22:00:00,,15.43,
2005-11-16 22:00:00,,15.46,
2005-11-17 22:00:00,,15.25,
2005-11-18 22:00:00,,15.28,
2005-11-21 22:00:00,,15.18,
2005-11-22 22:00:00,,15.34,
2005-11-23 22:00:00,,15.18,
2005-11-25 22:00:00,,15.29,
2005-11-28 22:00:00,,15.46,
2005-11-29 22:00:00,,15.44,
2005-11-30 22:00:00,,15.53,
2005-12-01 22:00:00,,15.59,
2005-12-02 22:00:00,,15.44,
2005-12-05 22:00:00,,15.52,
2005-12-06 22:00:00,,15.5,
2005-12-07 22:00:00,,15.49,
2005-12-08 22:00:00,,15.55,
2005-12-09 22:00:00,,15.53,
2005-12-12 22:00:00,,15.49,
2005-12-13 22:00:00,,15.46,
2005-12-14 22:00:00,,15.34,
2005-12-15 22:00:00,,15.45,
2005-12-16 22:00:00,,15.45,
2005-12-19 22:00:00,,15.61,
2005-12-20 22:00:00,,15.65,
2005-12-21 22:00:00,,15.49,
2005-12-22 22:00:00,,16.24,
2005-12-23 22:00:00,,16.31,
2005-12-27 22:00:00,,16.45,
2005-12-28 22:00:00,,16.4,
2005-12-29 22:00:00,,16.38,
2005-12-30 22:00:00,,16.52,
2006-01-03 22:00:00,,16.4,
2006-01-04 22:00:00,,16.23,
2006-01-05 22:00:00,,16.19,
2006-01-06 22:00:00,,16.18,
2006-01-09 22:00:00,,15.96,
2006-01-10 22:00:00,,16.05,
2006-01-11 22:00:00,,15.95,
2006-01-12 22:00:00,,16.05,
2006-01-13 22:00:00,,16.28,
2006-01-17 22:00:00,,16.16,
2006-01-18 22:00:00,,16.22,
2006-01-19 22:00:00,,16.21,
2006-01-20 22:00:00,,16.37,
2006-01-23 22:00:00,,16.3,
2006-01-24 22:00:00,,16.19,
2006-01-25 22:00:00,,15.9,
2006-01-26 22:00:00,,15.9,
2006-01-27 22:00:00,,15.52,
2006-01-30 22:00:00,,15.6,
2006-01-31 22:00:00,,15.7,
2006-02-01 22:00:00,,15.68,
2006-02-02 22:00:00,,15.8,
2006-02-03 22:00:00,,15.78,
2006-02-06 22:00:00,,15.83,
2006-02-07 22:00:00,,15.93,
2006-02-08 22:00:00,,15.74,
2006-02-09 22:00:00,,15.66,
2006-02-10 22:00:00,,15.75,
2006-02-13 22:00:00,,15.89,
2006-02-14 22:00:00,,15.7,
2006-02-15 22:00:00,,15.74,
2006-02-16 22:00:00,,15.55,
2006-02-17 22:00:00,,15.38,
2006-02-21 22:00:00,,15.28,
2006-02-22 22:00:00,,15.25,
2006-02-23 22:00:00,,15.08,
2006-02-24 22:00:00,,15.0,
2006-02-27 22:00:00,,14.9,
2006-02-28 22:00:00,,15.1,
2006-03-01 22:00:00,,14.9,
2006-03-02 22:00:00,,14.86,
2006-03-03 22:00:00,,14.7,
2006-03-06 22:00:00,,14.75,
2006-03-07 22:00:00,,14.83,
2006-03-08 22:00:00,,14.59,
2006-03-09 22:00:00,,16.08,
2006-03-10 22:00:00,,16.18,
2006-03-13 22:00:00,,16.13,
2006-03-14 22:00:00,,16.11,
2006-03-15 22:00:00,,16.09,
2006-03-16 22:00:00,,16.2,
2006-03-17 22:00:00,,16.12,
2006-03-20 22:00:00,,16.0,
2006-03-21 22:00:00,,16.19,
2006-03-22 22:00:00,,16.11,
2006-03-23 22:00:00,,17.17,
2006-03-24 22:00:00,,17.01,
2006-03-27 22:00:00,,17.06,
2006-03-28 22:00:00,,16.97,
2006-03-29 22:00:00,,16.97,
2006-03-30 22:00:00,,16.85,
2006-03-31 22:00:00,,16.81,
2006-04-03 21:00:00,,16.81,
2006-04-04 21:00:00,,16.83,
2006-04-05 21:00:00,,16.83,
2006-04-06 21:00:00,,16.85,
2006-04-07 21:00:00,,16.66,
2006-04-10 21:00:00,,16.56,
2006-04-11 21:00:00,,16.39,
2006-04-12 21:00:00,,16.18,
2006-04-13 21:00:00,,16.05,
2006-04-17 21:00:00,,16.1,
2006-04-18 21:00:00,,15.95,
2006-04-19 21:00:00,,16.01,
2006-04-20 21:00:00,,15.92,
2006-04-21 21:00:00,,15.98,
2006-04-24 21:00:00,,166.2,
2006-04-25 21:00:00,,167.5,
2006-04-26 21:00:00,,167.9,
2006-04-27 21:00:00,,169.3,
2006-04-28 21:00:00,,170.3,
2006-05-01 21:00:00,,169.5,
2006-05-02 21:00:00,,171.3,
2006-05-03 21:00:00,,171.8,
2006-05-04 21:00:00,,171.6,
2006-05-05 21:00:00,,172.0,
2006-05-08 21:00:00,,171.9,
2006-05-09 21:00:00,,171.2,
2006-05-10 21:00:00,,171.1,
2006-05-11 21:00:00,,172.4,
2006-05-12 21:00:00,,174.1,
2006-05-15 21:00:00,,173.5,
2006-05-16 21:00:00,,174.0,
2006-05-17 21:00:00,,174.2,
2006-05-18 21:00:00,,174.3,
2006-05-19 21:00:00,,173.95,
2006-05-22 21:00:00,,171.7,
2006-05-23 21:00:00,,172.6,
2006-05-24 21:00:00,,172.3,
2006-05-25 21:00:00,,173.2,
2006-05-26 21:00:00,,172.8,
2006-05-30 21:00:00,,173.7,
2006-05-31 21:00:00,,174.6,
2006-06-01 21:00:00,,174.05,
2006-06-02 21:00:00,,173.8,
2006-06-05 21:00:00,,174.9,
2006-06-06 21:00:00,,175.3,
2006-06-07 21:00:00,,176.0,
2006-06-08 21:00:00,,177.0,
2006-06-09 21:00:00,,177.1,
2006-06-12 21:00:00,,175.1,
2006-06-13 21:00:00,,173.8,
2006-06-14 21:00:00,,175.8,
2006-06-15 21:00:00,,173.9,
2006-06-16 21:00:00,,178.9,
2006-06-19 21:00:00,,176.4,
2006-06-20 21:00:00,,175.3,
2006-06-21 21:00:00,,173.7,
2006-06-22 21:00:00,,173.1,
2006-06-23 21:00:00,,172.9,
2006-06-26 21:00:00,,173.0,
2006-06-27 21:00:00,,173.6,
2006-06-28 21:00:00,,173.9,
2006-06-29 21:00:00,,171.5,
2006-06-30 21:00:00,,172.8,
2006-07-03 21:00:00,,172.3,
2006-07-05 21:00:00,,173.2,
2006-07-06 21:00:00,,173.2,
2006-07-07 21:00:00,,173.4,
2006-07-10 21:00:00,,173.4,
2006-07-11 21:00:00,,173.4,
2006-07-12 21:00:00,,173.6,
2006-07-13 21:00:00,,175.0,
2006-07-14 21:00:00,,175.6,
2006-07-17 21:00:00,,175.2,
2006-07-18 21:00:00,,175.2,
2006-07-19 21:00:00,,173.9,
2006-07-20 21:00:00,,173.9,
2006-07-21 21:00:00,,174.3,
2006-07-24 21:00:00,,172.8,
2006-07-25 21:00:00,,172.5,
2006-07-26 21:00:00,,172.4,
2006-07-27 21:00:00,,172.5,
2006-07-28 21:00:00,,172.1,
2006-07-31 21:00:00,,172.3,
2006-08-01 21:00:00,,173.0,
2006-08-02 21:00:00,,172.8,
2006-08-03 21:00:00,,172.7,
2006-08-04 21:00:00,,172.7,
2006-08-07 21:00:00,,172.7,
2006-08-08 21:00:00,,172.8,
2006-08-09 21:00:00,,173.1,
2006-08-10 21:00:00,,173.1,
2006-08-11 21:00:00,,173.4,
2006-08-14 21:00:00,,173.3,
2006-08-15 21:00:00,,173.1,
2006-08-16 21:00:00,,172.5,
2006-08-17 21:00:00,,172.7,
2006-08-18 21:00:00,,172.5,
2006-08-21 21:00:00,,172.3,
2006-08-22 21:00:00,,173.1,
2006-08-23 21:00:00,,173.7,
2006-08-24 21:00:00,,173.8,
2006-08-25 21:00:00,,173.2,
2006-08-28 21:00:00,,172.8,
2006-08-29 21:00:00,,173.2,
2006-08-30 21:00:00,,172.7,
2006-08-31 21:00:00,,172.0,
2006-09-01 21:00:00,,171.4,
2006-09-05 21:00:00,,171.0,
2006-09-06 21:00:00,,172.3,
2006-09-07 21:00:00,,172.5,
2006-09-08 21:00:00,,172.2,
2006-09-11 21:00:00,,172.0,
2006-09-12 21:00:00,,172.1,
2006-09-13 21:00:00,,171.6,
2006-09-14 21:00:00,,171.8,
2006-09-15 21:00:00,,171.9,
2006-09-18 21:00:00,,172.0,
2006-09-19 21:00:00,,171.0,
2006-09-20 21:00:00,,172.2,
2006-09-21 21:00:00,,172.2,
2006-09-22 21:00:00,,172.1,
2006-09-25 21:00:00,,172.7,
2006-09-26 21:00:00,,172.4,
2006-09-27 21:00:00,,172.5,
2006-09-28 21:00:00,,172.2,
2006-09-29 21:00:00,,172.1,
2006-10-02 21:00:00,,172.1,
2006-10-03 21:00:00,,172.2,
2006-10-04 21:00:00,,172.4,
2006-10-05 21:00:00,,172.3,
2006-10-06 21:00:00,,172.2,
2006-10-09 21:00:00,,172.5,
2006-10-10 21:00:00,,171.4,
2006-10-11 21:00:00,,171.4,
2006-10-12 21:00:00,,171.1,
2006-10-13 21:00:00,,171.1,
2006-10-16 21:00:00,,171.4,
2006-10-17 21:00:00,,171.4,
2006-10-18 21:00:00,,171.5,
2006-10-19 21:00:00,,171.4,
2006-10-20 21:00:00,,171.1,
2006-10-23 21:00:00,,171.0,
2006-10-24 21:00:00,,171.0,
2006-10-25 21:00:00,,170.8,
2006-10-26 21:00:00,,170.2,
2006-10-27 21:00:00,,169.0,
2006-10-30 22:00:00,,169.9,
2006-10-31 22:00:00,,169.8,
2006-11-01 22:00:00,,168.1,
2006-11-02 22:00:00,,167.9,
2006-11-03 22:00:00,,167.0,
2006-11-06 22:00:00,,165.8,
2006-11-07 22:00:00,,165.1,
2006-11-08 22:00:00,,165.1,
2006-11-09 22:00:00,,164.5,
2006-11-10 22:00:00,,164.6,
2006-11-13 22:00:00,,164.6,
2006-11-14 22:00:00,,164.2,
2006-11-15 22:00:00,,162.2,
2006-11-16 22:00:00,,161.1,
2006-11-17 22:00:00,,162.7,
2006-11-20 22:00:00,,162.9,
2006-11-21 22:00:00,,162.4,
2006-11-22 22:00:00,,163.1,
2006-11-24 22:00:00,,163.0,
2006-11-27 22:00:00,,163.5,
2006-11-28 22:00:00,,163.1,
2006-11-29 22:00:00,,163.4,
2006-11-30 22:00:00,,163.6,
2006-12-01 22:00:00,,164.0,
2006-12-04 22:00:00,,163.6,
2006-12-05 22:00:00,,163.6,
2006-12-06 22:00:00,,163.8,
2006-12-07 22:00:00,,165.1,
2006-12-08 22:00:00,,165.3,
2006-12-11 22:00:00,,163.7,
2006-12-12 22:00:00,,163.7,
2006-12-13 22:00:00,,163.1,
2006-12-14 22:00:00,,163.0,
2006-12-15 22:00:00,,162.5,
2006-12-18 22:00:00,,163.2,
2006-12-19 22:00:00,,163.1,
2006-12-20 22:00:00,,163.6,
2006-12-21 22:00:00,,163.9,
2006-12-22 22:00:00,,163.9,
2006-12-26 22:00:00,,163.7,
2006-12-27 22:00:00,,164.0,
2006-12-28 22:00:00,,165.4,
2006-12-29 22:00:00,,164.9,
2007-01-03 22:00:00,,164.9,
2007-01-04 22:00:00,,164.7,
2007-01-05 22:00:00,,165.8,
2007-01-08 22:00:00,,165.4,
2007-01-09 22:00:00,,166.0,
2007-01-10 22:00:00,,165.4,
2007-01-11 22:00:00,,165.9,
2007-01-12 22:00:00,,166.4,
2007-01-16 22:00:00,,164.0,
2007-01-17 22:00:00,,165.5,
2007-01-18 22:00:00,,164.7,
2007-01-19 22:00:00,,164.7,
2007-01-22 22:00:00,,163.9,
2007-01-23 22:00:00,,164.0,
2007-01-24 22:00:00,,161.9,
2007-01-25 22:00:00,,160.6,
2007-01-26 22:00:00,,160.4,
2007-01-29 22:00:00,,161.4,
2007-01-30 22:00:00,,161.4,
2007-01-31 22:00:00,,161.5,
2007-02-01 22:00:00,,160.8,
2007-02-02 22:00:00,,160.3,
2007-02-05 22:00:00,,160.6,
2007-02-06 22:00:00,,160.0,
2007-02-07 22:00:00,,159.8,
2007-02-08 22:00:00,,161.0,
2007-02-09 22:00:00,,161.1,
2007-02-12 22:00:00,,162.0,
2007-02-13 22:00:00,,159.1,
2007-02-14 22:00:00,,159.5,
2007-02-15 22:00:00,,159.1,
2007-02-16 22:00:00,,159.8,
2007-02-20 22:00:00,,159.7,
2007-02-21 22:00:00,,158.5,
2007-02-22 22:00:00,,158.0,
2007-02-23 22:00:00,,159.6,
2007-02-26 22:00:00,,160.0,
